t x y
3.8989 0.878383 -0.534973
3.9039 0.893356 -0.508127
3.90891 0.907514 -0.480818
3.91391 0.920845 -0.45307
3.91892 0.933332 -0.424908
3.92392 0.944964 -0.396356
3.92893 0.955727 -0.367439
3.93393 0.96561 -0.338184
3.93894 0.974601 -0.308617
3.94394 0.98269 -0.278764
3.94895 0.989867 -0.248653
3.95395 0.996124 -0.21831
3.95896 1.00145 -0.187763
3.96396 1.00584 -0.157041
3.96897 1.00929 -0.126172
3.97397 1.01179 -0.0951845
3.97898 1.01334 -0.0641071
3.98398 1.01393 -0.0329691
3.98899 1.01356 -0.00179991
3.99399 1.01222 0.029371
3.999 1.00992 0.060514
4.004 1.00666 0.0915991
4.00901 1.00244 0.122597
4.01401 0.997247 0.153476
4.01902 0.991099 0.184208
4.02402 0.983993 0.214762
4.02903 0.975935 0.245109
4.03403 0.96693 0.275217
4.03904 0.956984 0.305058
4.04404 0.946104 0.3346
4.04905 0.934298 0.363816
4.05405 0.921575 0.392674
4.05906 0.907946 0.421146
4.06406 0.893421 0.449203
4.06907 0.878012 0.476815
4.07407 0.861733 0.503955
4.07908 0.844598 0.530594
4.08408 0.82662 0.556704
4.08909 0.807817 0.582257
4.09409 0.788205 0.607228
4.0991 0.767801 0.631589
4.1041 0.746625 0.655314
4.10911 0.724695 0.678378
4.11411 0.702033 0.700757
4.11912 0.678659 0.722425
4.12412 0.654597 0.74336
4.12913 0.629868 0.763538
4.13413 0.604497 0.782938
4.13914 0.578508 0.801537
4.14414 0.551926 0.819316
4.14915 0.524779 0.836255
4.15415 0.497092 0.852334
4.15916 0.468894 0.867535
4.16416 0.440212 0.881842
4.16917 0.411075 0.895238
4.17417 0.381513 0.907708
4.17918 0.351556 0.919238
4.18418 0.321234 0.929814
4.18919 0.290579 0.939424
4.19419 0.259621 0.948057
4.1992 0.228393 0.955703
4.2042 0.196927 0.962353
4.20921 0.165255 0.967998
4.21421 0.133411 0.972633
4.21922 0.101427 0.976251
4.22422 0.0693374 0.978848
4.22923 0.0371751 0.980421
4.23423 0.0049739 0.980967
4.23924 -0.0272325 0.980485
4.24424 -0.0594105 0.978976
4.24925 -0.0915261 0.976441
4.25425 -0.123546 0.972882
4.25926 -0.155436 0.968303
4.26426 -0.187163 0.962708
4.26927 -0.218694 0.956105
4.27427 -0.249996 0.948499
4.27928 -0.281035 0.939899
4.28428 -0.311781 0.930315
4.28929 -0.3422 0.919757
4.29429 -0.372261 0.908236
4.2993 -0.401932 0.895766
4.3043 -0.431184 0.88236
4.30931 -0.459985 0.868032
4.31431 -0.488307 0.852799
4.31932 -0.51612 0.836677
4.32432 -0.543395 0.819685
